42:39,-5.29,5.08,5.25,-1.61,0.30,0.51
42:39,-15.40,36.81,17.97,0.67,0.32,-0.81
42:39,-11.84,10.89,9.52,-4.15,-1.97,-0.75
42:39,6.41,-6.92,-3.89,-1.48,-1.97,2.76
42:39,0.68,-9.18,4.73,0.53,0.02,0.86
42:39,-5.66,18.58,18.56,-0.26,0.07,-0.13
42:39,3.74,0.87,5.28,-1.98,-1.08,-0.08
42:39,8.19,-4.51,0.96,0.13,0.70,0.24
42:39,-2.95,5.55,7.56,0.50,2.47,-1.34
42:39,-9.04,3.76,8.49,0.35,1.88,-0.96
42:39,-9.79,2.52,7.58,0.70,1.39,-0.54
42:39,-11.20,5.30,10.32,0.60,0.57,-0.08
42:39,-8.07,1.01,7.72,0.45,0.05,0.46
42:39,-6.37,1.25,7.48,0.38,-0.23,0.23
42:39,-4.10,5.25,8.11,0.12,-0.35,-0.12
42:39,-2.33,4.86,7.69,0.04,-0.30,-0.11
42:39,-2.45,3.82,7.86,-0.02,-0.03,-0.24
42:39,-3.93,3.24,8.14,0.02,0.12,-0.32
42:39,-4.49,3.23,8.25,0.09,0.14,-0.49
42:39,-4.57,3.34,7.69,0.10,0.15,-0.59
42:39,-5.76,3.75,7.99,0.01,0.17,-0.38
42:39,-6.50,2.76,8.43,-0.04,0.06,-0.15
42:39,-6.49,2.62,8.01,-0.20,-0.17,-0.23
42:39,-5.02,2.63,7.97,-0.12,-0.29,-0.15
42:39,-4.54,3.42,7.94,-0.01,-0.23,-0.11
42:39,-3.84,4.09,7.92,0.12,-0.16,0.03
42:39,-4.24,3.96,8.13,0.28,-0.03,0.19
42:39,-4.22,3.79,8.23,0.20,-0.05,0.09
42:39,-3.73,2.84,8.01,0.08,-0.00,0.01
42:39,-5.43,3.38,8.15,0.04,0.06,-0.10
42:39,-6.45,3.72,8.33,0.03,-0.20,0.05
42:39,-5.07,2.18,8.05,0.08,-0.38,0.16
42:39,-4.52,3.17,7.85,0.09,-0.35,0.04
42:39,-4.43,4.88,8.15,0.15,-0.36,0.09
42:39,-3.46,4.06,8.14,0.11,-0.34,0.19
42:39,-3.37,3.30,8.09,0.07,-0.22,0.13
42:39,-3.79,3.08,7.97,-0.03,-0.01,-0.09
42:39,-4.36,3.65,8.07,-0.01,0.02,-0.11
42:39,-4.50,3.49,8.23,-0.00,0.03,-0.09
42:39,-5.14,3.30,8.43,0.06,-0.04,0.06
42:39,-4.79,2.84,8.15,0.02,-0.13,0.04
42:39,-4.13,3.19,8.08,0.06,-0.05,-0.06
42:39,-4.03,3.45,8.14,-0.00,-0.02,-0.19
42:39,-4.61,3.73,8.13,0.00,-0.03,-0.15
42:39,-4.62,4.07,8.39,-0.00,-0.08,-0.08
42:39,-3.94,3.74,8.29,-0.05,-0.16,0.05
42:40,-2.88,2.58,7.90,0.01,0.01,-0.02
42:40,-3.93,2.83,8.02,0.11,0.25,-0.22
42:40,-4.77,3.10,8.16,0.14,0.28,-0.29
42:40,-5.30,3.89,8.23,0.11,0.23,-0.26
42:40,-5.07,3.78,8.12,0.09,0.08,-0.14
42:40,-4.79,3.41,8.03,0.07,0.03,-0.05
42:40,-3.85,3.38,7.96,0.03,0.01,-0.03
42:40,-2.59,3.32,7.60,0.08,0.18,-0.03
42:40,-2.90,4.18,7.68,0.06,0.49,-0.27
42:40,-3.80,4.52,8.15,0.04,0.62,-0.33
42:40,-5.41,3.86,8.10,0.00,0.68,-0.27
42:40,-5.88,2.40,7.92,0.01,0.60,-0.20
42:40,-6.60,2.57,7.60,-0.04,0.41,-0.20
42:40,-5.99,3.45,7.85,-0.03,0.23,-0.21
42:40,-4.92,3.93,7.84,-0.10,0.14,-0.26
42:40,-4.72,3.68,7.88,-0.13,0.21,-0.28
42:40,-4.48,2.94,7.60,-0.19,0.26,-0.39
42:40,-3.89,2.51,7.42,-0.18,0.42,-0.52
42:40,-3.49,3.07,7.21,-0.16,0.73,-0.71
42:40,-5.18,4.16,7.61,-0.16,0.94,-0.76
42:40,-8.20,4.46,7.90,-0.13,0.71,-0.43
42:40,-9.26,4.73,7.97,-0.30,0.17,-0.02
42:40,-10.26,3.24,7.41,-0.18,-0.74,0.35
42:40,-7.03,3.63,6.06,0.07,-1.74,-0.31
42:40,-0.63,6.38,3.55,0.15,-1.64,-1.26
42:40,-4.45,9.77,5.46,-0.31,-1.34,-1.44
42:40,3.55,15.88,5.22,1.11,-1.89,0.77
42:40,-1.84,18.64,10.33,-0.35,-0.41,-0.47
42:40,-2.46,12.83,7.67,-1.49,0.15,-0.96
42:40,-3.07,9.54,6.66,-1.23,0.87,-1.02
42:40,-12.64,7.91,8.41,-1.68,0.08,-0.22
42:40,-10.59,2.34,5.37,-0.89,-1.73,2.27
42:40,-5.43,-0.90,3.03,-0.49,-2.04,2.63
42:40,-4.01,-1.16,2.90,-0.21,-1.62,2.13
42:40,-3.35,-0.66,2.72,0.11,-1.25,1.72
42:40,-3.79,0.65,3.40,0.33,-1.06,1.61
42:40,-3.32,1.94,4.11,0.62,-0.92,1.85
42:40,-2.53,1.96,4.84,0.63,-0.64,1.62
42:40,-1.81,1.92,5.37,0.61,-0.02,1.08
42:40,-3.31,3.05,6.21,0.78,0.57,0.59
42:40,-3.63,3.14,6.47,0.76,0.75,0.24
42:40,-3.95,3.20,6.91,0.87,0.84,0.16
42:40,-3.55,3.32,6.92,1.14,0.62,0.66
42:40,-3.70,3.88,6.94,1.23,0.73,0.76
42:40,-4.09,3.26,6.64,1.31,0.80,0.67
42:40,-4.28,4.10,6.66,1.55,1.03,0.43
42:40,-5.69,4.85,6.98,1.48,1.26,0.01
42:40,-6.87,4.53,7.16,1.29,1.19,-0.25
42:40,-7.55,4.26,7.34,1.49,0.96,-0.05
42:40,-7.46,4.31,7.16,1.67,0.44,0.36
42:40,-5.78,4.69,6.82,1.79,0.04,0.68
42:40,-4.61,6.02,6.82,1.97,0.29,0.55
42:40,-5.05,6.68,7.06,1.89,0.55,0.11
42:41,-5.99,7.48,7.47,1.70,0.78,-0.40
42:41,-7.53,7.74,7.98,1.59,0.67,-0.40
42:41,-8.13,8.21,8.37,1.59,0.29,-0.04
42:41,-8.21,8.41,8.53,1.42,-0.07,0.18
42:41,-5.97,7.83,7.52,1.42,-0.36,0.43
42:41,-4.53,7.33,6.69,1.31,-0.10,0.12
42:41,-4.42,7.39,6.69,1.33,0.33,-0.23
42:41,-4.98,7.90,6.83,1.27,0.60,-0.56
42:41,-5.81,9.13,7.57,1.28,0.59,-0.42
42:41,-5.71,9.77,7.87,1.28,0.40,-0.10
42:41,-5.29,9.98,8.05,1.25,0.18,0.19
42:41,-3.92,9.53,7.56,1.09,0.13,0.15
42:41,-3.09,8.81,6.94,1.01,0.37,-0.07
42:41,-3.28,8.34,6.49,1.10,0.65,-0.19
42:41,-4.46,8.31,6.60,1.04,0.86,-0.34
